,UserID,ProductID,Rating
194769,A2X62WEN28PVPZ,B000JLBARW,3
357640,A3OCDFK0ZJ7898,B0010O748Q,5
2155224,A2JZYT5X3HM718,B00YDLNL9Y,4
2529907,A1OL0B6TJJOQXB,B0010LNKO6,4
2789354,AB9XAXEMUWQ4S,B010CE4CQQ,5
914041,A3Q0XNKWV7LW6A,B0032OU5DI,4
2603464,A2JP9E1H0SF392,B004H0MR2S,4
1254471,A2Q3QGAQB7ZNM3,B006LJS7HM,5
898435,A1FXEE17U8UIBE,B002UNMETA,5
2813489,A1DV9CVM4KBXXG,B019EKJH1Y,5
1225219,A1UPGWX6P0D6MM,B0062CB360,5
2022340,A1WCC2CZKEBTR7,B00RM8I0LE,5
2435864,AKDO85ZKAY0ZB,B01EG3J430,4
369137,A25WGPSWTK9EP1,B0012HP0PU,4
2227243,AT6OFLCQ2YOPY,B013THC1KM,3
478234,A3OA48TBOCS4CV,B000X7AJP6,4
2754356,A1TDXHM6S7HOET,B00O3LJVCU,4
1844560,A2EAHF2ETKWWX5,B00KSLUOI4,1
619817,A2U74B5RYRX06,B001949TKS,5
28114,A3298X4BKG9GU3,B00029PJZ0,2
2490383,A28UIOU1J0YY8V,B01HG2INLM,5
2059328,A3QSCG4N5XKX2G,B00TAD2P8S,5
510148,A3JNKBDZSH222Z,B0011NAXF2,5
2764825,AK2QWSZRNZWRI,B00RB81EDQ,5
732527,A38S0XLFJE5VJD,B001LBG18W,4
931287,AE2S71YU3GYF4,B003AJS6RC,5
1910663,A312GH3K284UMQ,B00MTA9BPY,5
523929,AM7949JYXA7XC,B0012YUET0,3
2696808,A17432EHQSH5WR,B00E0X6T0I,2
2098198,A1UK18QN1KFSH,B00V5RXULS,5
1685257,A3I06I49HVRVBI,B00G9W95IQ,5
2014915,A3OA3XMJIKGDKJ,B00R5J1BXY,5
2771943,A1EYECGDSUVOY0,B00TP859NQ,4
214142,AQFSXKQKMFMBC,B000LDXRQA,5
1502589,AVL53Z9CP7FSQ,B00BKAF73O,3
626020,A2NIK62T7VGTO4,B0019MNL2W,5
1654939,A3O2XB7I3C0KKB,B00FCQL46Q,4
2642233,A20RTVE9WYAV46,B006ZJVMQ6,5
535123,A1KFVG4Z984QV6,B0013KGELU,5
1254688,AMBXLN4S5W2NE,B006LU4KFO,5
438026,A6PETOMGT1M3U,B00162QL1S,2
1555735,A2OYXEL00YZDO6,B00CPYI97A,5
1738383,A3285OPK3ETNH5,B00HS6LNT6,5
2697967,A2P0SDQ722SZG2,B00E8DTB2I,2
2071639,A1RR36YKJB917S,B00TV0SMDM,5
2822087,A142H45AYHTGDL,B01BWFBKFU,4
1048819,A1OFQ3P4YBO4G6,B004I576SM,5
2065756,ALWD98VC79T0Z,B00TNPEIEC,5
1882698,A39IJ8TTNVILP8,B00LUMKP34,2
1017022,A16OD12KMPO3YO,B0048HWZ3Q,5
2317614,A1EPKTDEDJ3DIB,B0185PB834,1
2347936,A26A5V9MTKL0HL,B019SV769Y,5
1053847,AW40I2WOB72GS,B004J6D4I6,3
275825,A3K9O0EFRJHKVF,B000PWB2K0,5
501507,A2QDULCQJ7B295,B0010F99WO,5
2411392,ACY9QYNDFLVBI,B01D6P873C,5
638968,A1KO5IM1F8UAF9,B001ASRVDK,5
1820422,A3DUDS9GJRL7Y2,B00K7G4JI6,5
1364437,A1V114SUAKTHF4,B008RH68CC,5
1033670,A16031JLGXIDDU,B004D1PWGO,5
1766914,A1XRL4V5T9V7TK,B00IH1MGAG,5
1111628,A1LZO12VXZ5X2V,B004XVQF2O,4
2166747,AZXC6OOEDVDL2,B00Z4R48I4,5
2652309,A3MA2ZSD447414,B00855V4TS,5
1344203,A369VFXOXLJB3W,B00856H8UQ,5
350471,A1BR58DZHYEO6Z,B000ZKHN0U,3
2596172,A1Y21WZZI20Y52,B0040E7E3I,5
2294827,A13C2M39R7X232,B0177V0GH6,5
2711070,A3Q0J8WD61G114,B00GIAEPHA,4
927268,AVWTR7K20OIWL,B0039066BK,5
1454951,A2DY67JV9DTMKY,B00AU6B36E,5
1353479,A1I1UMY9HBO5ID,B008C20WOC,5
470768,A141I3X6ZAY4IL,B000WBIOD2,5
606304,A351MKDFWSLOU8,B0017RWR74,5
1769741,A30EGWXODKNHQC,B00IKMHK3U,1
1453066,AAHH2YEJRZZ2I,B00AU52YJ0,4
2119959,A3QPY745K0SYL3,B00WCK3FW6,4
2685777,A1HGHM429K9QLB,B00CG08LT4,5
1238919,A1YTRR0BK0RUK4,B00699WZSQ,5
1818776,A3UCEI8W8JUM7S,B00K5BSBZA,4
1140426,A25ZOOBLYSIQU,B00554DMRE,1
2309596,A17TRQLYWN9GQE,B017TXZXCK,5
1703572,A134QNODIXMH5H,B00GP4BONM,3
371104,A2BESN36F75QF7,B0012Q2S4W,5
1625228,A102BEU1J785C5,B00EPGMHU6,5
1532510,AA33V5YB1W1YT,B00C88T12K,5
2072124,A2IYPNVAJG2H5Y,B00TWLY0BI,2
1527122,ADG3SGA5HCP8O,B00C37BA98,1
267123,A33ZE6QLRR0Z6V,B000PBWY1W,5
2585441,A3GFD9EWBV21VE,B0039BJ92W,5
2361474,A1U0YKUCNZPZGF,B01AD8RWLI,5
2096620,A3D0DZLNJ4T0HM,B00V3AOWWI,4
1161831,AA53QVH32D7FM,B005D50W5K,5
2537314,ASXIV1AP6N4KW,B0015XWV44,5
1136480,A27Y4ARTDTNN7D,B0053Y1H9G,5
1849833,A2VJINEQ1BLZVB,B00KX0B5TW,4
965314,A22AS3FM2ZPIVP,B003P8QM24,4
254279,A2N5A26DLUJOJL,B000ODQLTC,5
475111,AWNOVBW578IHJ,B000WYEHE4,4
1878192,A11VC6JV5BYAO,B00LP1O6C6,5
2487862,A3NX6TQ4VG4PBT,B01HAGGL0E,5
1194885,A2Y4H3PXB07WQI,B005N83HPE,5
2517162,AD2X6RT6NPHBR,B000NOOS0Q,5
2031636,A1QPKKE2GLLKXW,B00S2WVWTQ,1
2185846,A1OTSV695G84C7,B010E2AX1E,5
940310,A3P2I4A7VSVULK,B003D18KNC,5
858597,A2A3DAL95H86XD,B002DKS6LK,5
249741,A1IX9HY4MFUH4L,B000NUEJPO,5
1426017,ACHTDPEQYSEQL,B00A8EZ8BO,5
1345364,A2C3JLXHJ2TY2P,B0085CE1B4,5
2558986,A2FIP1HAIK82LV,B001KZ5YJ6,5
842848,A1ILGEZ6C5TUU9,B0029YCL0M,3
1917111,A332RDJG6X42HZ,B00N1CLAQ2,4
2739768,A13NHF85CAV12V,B00L612VT0,5
2006745,A3W03LBAD0ZBJ2,B00QR2HBRA,5
2335125,A3O7N6RGUTDEJI,B019488PP0,5
1084647,ASKPL1EEJT81W,B004TBMUMM,4
1999353,A339WSI0KE6IGZ,B00QENFSX6,5
1791001,A1UGG4XBAU0D67,B00J9RTSXK,1
2479601,A17ETTVACGTXF9,B01GUB2T1K,5
2361485,A1SF9V33WCLZXI,B01AD8RWNQ,2
2272468,A26RT3QMF9U3V0,B015ZNRXVA,4
1908340,A2D7X9N3IV3S7B,B00MPGLHKE,4
2450219,AEA8EMC0X8FKV,B01F8DMDY4,5
2492109,A2O17XPRLPWI6L,B0000AUT1C,5
1868472,A2AI88CNCLH2Y9,B00LFISIT6,5
2407311,A25W69AAJ0F8AW,B01CZGMVDU,4
742936,A34ZNPDYI3SG0,B001MQ9U7A,5
2044923,A1X5Q06970OM35,B00SLYGYP2,5
2522249,A2PLDFZ30PNIM7,B000RES6UK,5
1319362,A3TZ3CV7S8QF33,B007PKBS4K,5
1063111,A384E3DEIP8OXR,B004LR9SDI,5
1732405,A2JXS222CBMZP0,B00HM8C1XM,5
1498437,A1CSFIQ41U5FWY,B00BHSVHLK,3
191784,A24LZ16QY6RDB9,B000JC2ZHA,5
503885,AZJPCHLNQVVU6,B0010O748Q,5
2459867,A3TCUF6X05S3WU,B01FRG99IA,5
2804401,AAGHP21KOWU2Y,B016H2DM5Y,5
2713969,A2FPUHJEFZ1BYS,B00GWXN7CC,2
1344973,A34R85J0MOG97M,B0085BESG8,3
376232,A2MWOEUAP5IOOY,B0012YUPS0,2
1005101,A9WMK10TEUNAY,B0044XE6J0,5
643728,A1R93MC2KVXWFG,B001B13J14,5
962460,A3T7TIHMIH6X78,B003NECVIE,4
2075950,A2CM11FTPHKSYH,B00TZEOEOU,4
2816384,AT3SKQ7G45S2D,B01A7T6IUO,5
397725,A2TLAE03MRB9B9,B00140QD38,5
2125887,AJW609N40PORV,B00WNL45HS,4
2372533,A1YTYM7ZGO9ZPL,B01AYESJ5Y,5
2554333,A33Z308NBZW1H7,B001G0X2DA,5
1995297,ASK3CLZJDZBSZ,B00Q5FVMPQ,5
2763394,AZKRFNQ8EFO4T,B00QSXPBQG,3
710100,A30R05OMHYT05F,B001GQ201O,5
652883,A1J34WMPSNN6ER,B001BR6LWC,1
1119280,AYPTKTK40FI4S,B004ZAIXSC,5
220448,A20NVFPAS8CU72,B000LX7O82,4
336125,A2XMG1Y9OVZJ14,B000XWH3G4,4
2474652,A182HV3B2EXIYS,B01GINCZ9G,5
2783287,A2XX2A4OJCDNLZ,B00XMGS59W,4
2475295,A23BAH6DMNJESH,B01GJS2SZG,3
1491996,A2680P7CHTJPUN,B00BD565TG,5
78046,A1PO54419WQ5H4,B0009TUEJE,5
1072458,A12YAYX0XMSAW4,B004OIQK08,3
2605165,A225L2CVP28WK8,B004KP50I8,5
1693283,A8Z8JCLPZS8MV,B00GIYC9YC,5
310304,A1YGP6NV202UAG,B000UY6KDW,5
530004,AODM7D9OOB2WM,B0013BV540,5
506829,A1A707AHUPCMSE,B00112H27K,5
422450,A1H03AG7H2LG2K,B0015N6I70,5
629929,A22LO8F4Z1C5RU,B001A0ZT2I,5
115520,A2WFH62IVI3516,B000CPCC4U,5
1778801,A1HDZA3L7JL8A2,B00IUEIWU8,5
2059242,A22E64YD24VX5R,B00TACNN9Y,5
1989396,A1RUI28V5XXL8H,B00PUO6KCI,4
992527,A3MVAB1Y939QSY,B0040DRGM8,5
722590,A2HYBG357B124D,B001ID4ZY0,5
1600398,A1D8VEMFH20IVZ,B00DYSVY5A,3
2086139,A1Z7GSLIKJG6X0,B00UFEL9IS,5
502426,A1E1NQ49RMF29P,B0010HFAKC,5
1009899,A2ZQ7Z6LA044H2,B0045THKAU,5
1306710,A3KST643EL2458,B007FZHITY,5
172423,A1HWOV6OBKT08L,B000H6NJ7I,5
1260259,A3PBDS0C38K5X9,B006P3DGIE,4
916533,A261J959HVPJJ1,B00345XX5W,5
640431,A1EXYX1SE37JPD,B001AT3SCC,5
2533820,A1M0J7HUH6NBLY,B0013RBE8Q,5
2601250,A397IH7H0PX4G,B004CPEONS,4
1101924,A3B0TFSGN8XGLA,B004W801GE,5
1337120,AR8QABQYKETEV,B00811Y35S,5
1903043,A7F65J30QU7K5,B00MJNCCHU,5
2325272,A38X1DVZ4IJCWO,B018JZZ444,5
2404051,A131FRYQFIZ9ZH,B01CTBI5CC,5
92389,APWJM5Q4ZBPGM,B000B91OTQ,5
2667183,A2BHXPBT5WS0F0,B00AAUN48K,4
72935,A7C27CFX8NPWN,B0009PURIQ,5
1717125,A1I7LRUM2EI9TH,B00H3MXYGA,5
2113393,A1PTNXAZI3ICCK,B00VXT0PMA,5
877655,A28ZFH5H2JNN4V,B002LUF8JK,5
2475818,AR8KZU2LG7HZR,B01GLAXAWC,4
1438410,A1UCSDXEBNR52D,B00AIBGYZG,5
2764504,A1J5QVJP7QQ6NH,B00R6THL28,5
2254562,ADXU0INFYFHFY,B0157E2YWU,5
1109662,AQA5SUNRVZ75M,B004XADD6G,5
717124,A3620PCD0UHNUT,B001H9DKAA,5
933052,A2II74LATJRYOB,B003B7QFE4,3
1838580,A226I87C4P7YI8,B00KNQ608W,5
1235150,A2F4OUYS6G6LM0,B0067MK5ZK,5
1024145,A36R6VOQ3BZJHK,B004A99HO2,5
1164455,A2AQPXARZ9UG6B,B005DS7ZZC,4
1852579,A1KL5QW5NT4XP9,B00KXMEXOY,5
2447004,A3TK1F0H7P3BI9,B01F3ZXNO6,5
170442,A2JO7P7PM9SDTQ,B000H4E7EO,5
915149,A3QI9PMD349OON,B00339C2YC,5
412902,A2MYQTXOMPOVDB,B0014VX2M2,3
559344,A3LPZVLA5J97P5,B0014VX2M2,5
78896,A3A837J0FDNL2W,B0009VC9YA,5
2359986,AUXI7XEH9N8P5,B01AB3T0HY,5
2496446,A3CPX9XWN4ZAFK,B0007U017U,5
288044,A1ATCH6N7CM80I,B000RNY7XG,5
321718,A30KBT38EZHJQ,B000W78V8E,5
1498368,A3NQEHIM71I4UO,B00BHMH1GQ,5
1770999,A8DBGR9WOU05U,B00ILI7SVW,1
1100560,AZNVCJB8KPODE,B004VZKL0E,5
14089,A21GV4ZUU7VLR,B0000E5N4J,5
1053296,A1AYQ9P1EMQ86U,B004J43WN0,3
2583260,A3L0LYGMHC49JG,B0030F2MDK,5
1283123,AKKQ4Z9P5H0RT,B0072VET2A,4
2282351,A13UGAQLBZHC1O,B016LJ6XK4,5
2029706,A2HUI9QGO9FLJF,B00S0HNMNW,5
1184068,A3G090X09E6SCS,B005IPL15A,1
2075918,A1AZEISZB2J0BA,B00TZEFURU,5
2531007,A16IBZ0HUV861U,B0011ZAKIK,5
1576469,A1590Z33LRPDNJ,B00DBR636E,5
1423534,A2XTEFO3UFUTSA,B00A6TBITM,5
2297212,A34TGRSQ26N6V6,B0179SD8YK,5
1201283,A1B704NXJZPB1P,B005P4N3LO,5
227768,A37TT661BXUHYM,B000MN2C4C,5
179408,A9KQDZHKBPLC,B000HVUOOE,5
2437038,A3GZNIY6KYT06T,B01EIQH9JG,5
2044470,ACUL2NEZAYUNG,B00SLGRUQC,5
645703,A1MM51LIQZJT6M,B001B6NEZU,5
1698318,A1ZCH4APVK5YRJ,B00GM8V8P0,5
53965,A9SZLKDNGUZ7B,B0007LMGAY,5
1654927,AM7ZEL6Q2K8L7,B00FCQL46Q,5
2436505,A10IXEQ0AHEIVW,B01EHJSNN0,5
816949,A1BLO3IZ8D32HY,B001ZFIA6U,5
2445817,AH7X8XMPAG6T0,B01F0Z3LHI,5
1543098,A3IZR4YWHZ86VB,B00CHOLNZS,5
2431957,A290MDHCVBH0AL,B01E7EIXLC,5
2744946,A2JJA12CU9I472,B00M3POXDU,4
1718747,A2Z0NYE0G87T2Q,B00H55I8J8,5
913932,A18ECVX2RJ7HUE,B0032MW52E,5
1479032,A2W1CSYUXML4VC,B00B59NKRU,3
1597338,A1J1ATBAR3Z6QQ,B00DVGO1A0,5
547783,ASS6TU9BWTUOH,B00144ASEO,5
365271,A3V7OEO946W0IQ,B00124XFFA,4
1515943,A3AQ9AA7VKQEXN,B00BSENUZ4,5
1696381,AH52873HX1PFJ,B00GLL7HE4,5
1346603,A241OH2YXYHU3C,B0085O1LDS,5
74534,A2VZBWLEO80NOQ,B0009PUTIE,5
173659,A1OZHLAK7RC18Z,B000H87PUI,3
2409072,A3KATO3A83NB54,B01D2RDMN4,3
1631045,AYCDDB2D2K3IJ,B00ETIS7MC,4
862625,ACC0ZXOPBW3Q8,B002E6T5FE,5
1591467,A3I271BVX8YUL1,B00DPKWW4O,3
1734042,A2XD0J38CGQBX,B00HN99FVG,5
1782456,A1PZBHF3YHQXEI,B00IZ4M0R4,4
138825,A20BCW8KVO1XWF,B000F7UPRG,5
628020,A2H1JDQVFXU60U,B0019MPNNC,5
590425,A1QNBE4GJ95WE,B00168XMB4,5
848897,A1ZEI33Y8EN4MY,B002BDOHNA,5
43346,A1TC98ZYIPLCIS,B0006FZ93W,5
973951,A2LF4QQR9JOEBR,B003SE0B6S,5
2810462,A2NDISV02P5P5R,B018F2FYZK,5
397280,A1G28RRT0M1QW3,B0013Z7VVM,5
1194855,A3ICZ2JZU3EN3W,B005N83HPE,3
33856,AI731PVUKLG9D,B0002U46IK,5
1918102,A18NMKGE4YWQ0F,B00N2H45MC,4
510562,A1SKZYT31006MW,B0011VECH4,5
1204294,A2WUDV4EJZUM1A,B005QIK966,5
1925772,A3AF2QVTP8LPRE,B00NASIPYW,1
2514215,A1KOERT2RHSPUC,B000MSNHSC,1
2416367,AOOQDJPNAEGKE,B01DETTS6A,5
2360496,AD4MZR3PS21J7,B01ABT7Z4I,3
82237,A1RJKTYC03L0JY,B000A33GZ8,2
2050829,A1WRXY0I69SEYI,B00STLP3GI,5
576676,A1MJCN53OB0499,B00162KS0S,5
2662010,A3QMD54OHQ7HY4,B009EVOYQW,5
354780,AUXC93YLDSS3L,B0010FL968,3
2806009,AHNIFACGEX9NN,B0170496Q2,5
2235743,A2SBFXPN5V6A6X,B0146P6V3E,3
1333929,A5MNDRJNMGW8P,B007Z5S1OK,5
2778553,A340T864O3BYYF,B00VU69IQU,5
1788662,A340SRLPI5NP8Z,B00J5AVH5I,5
1225066,A2BI0QE4B403WG,B0062CB360,3
851851,A2G0K3XB5FTAYL,B002BVXZBM,4
1065065,A2YW3VSNXZ5SKM,B004M0YXU2,5
1167396,A1IDNLPXM0U6YV,B005EGKNBQ,5
1537168,A35VY1PRC636HH,B00CBT17IW,5
5278,A1OZE1KH983CP0,B00005RCQS,5
2718835,AL17USFHX733Q,B00HS498NG,5
1726676,A2PEM7095WM23G,B00HET4WEK,5
1417145,A11Q0LJ0GZQW0F,B009ZVHAU8,5
844579,A33L3DBY752IQ3,B002AGI1QW,5
126377,A1PMXCXLBQCN1V,B000ELUXFC,5
2593105,A3JXZT023KZQH9,B003SQ3D6Q,5
647381,A2PH8EOLH93PG9,B001B8ONZI,5
960605,A3PSGM7T1GK049,B003M6AGJ4,5
961700,AUWATE5E01UBV,B003MU5MNU,2
2273901,A11QB6SYSRDSU3,B0163L6MQA,5
2184016,A1GILTB120HYCP,B010B7Q40G,5
2116379,A1KISXI9Y7CRYR,B00W46YILA,5
1677640,A3URE3Y5VJ8P65,B00G28TGUE,5
629276,A1BCPOJPVUL0K9,B0019VWSQ8,5
145026,A33WDDEENCT4VU,B000FF05L4,5
1804003,A3DA7RLOFNJTYU,B00JPJKZZ2,4
1047417,A3P1BR97PT0EEH,B004HTUS8E,4
93476,AREF5QJ6RO0CY,B000BBF2RY,5
2169572,A1MDGYGJPHYMW9,B00ZB403OI,4
1446930,ABFE72SP3EKPK,B00AQ0T7KS,5
856289,A3CVQ48G7N3OTL,B002CLS17O,5
1448870,A1Y9VB1JKIEILW,B00AR7L2B2,3
592371,A1Z7NVISQ1252J,B0016BUR7I,5
951854,A1Q42KA9HBXMHL,B003ITG62Q,4
1784025,A1H9809HA6XZTC,B00J0RZUHM,5
2282471,A17ACUL9WECER6,B016LU5Q1U,2
2492927,A7U16LOVYVBY0,B0000VMZCU,4
1894914,A16Q78A76UC43E,B00M9JEBC8,5
1145954,A3KAW1ZBYTK7Q6,B0057Z7W9A,4
2813646,A304ZKHXJH08LG,B019FQP3CO,4
482746,A1678XKT044N4B,B000XUC11I,5
1795754,A2IIPYCB27PCHV,B00JFNT7UM,4
4890,A2QH8LPY3BCTER,B00005OU9D,5
1339624,A2SH69640523M7,B00836MBVE,5
2404223,A14SV3MG7LPOCX,B01CTRKP2O,5
727004,A2EGJ514GPIGCG,B001JYG0P0,5
757285,A3IFBEOAJA3Q0B,B001NXCZRO,5
285673,AFRJQ3RK97DK9,B000R9ACZC,5
505069,A2PKP40YA4UIAO,B0010O748Q,4
1407464,A3ACER4DXFBEEA,B009PA1KJG,1
1987818,A2OYIH72TLPZDR,B00PSGOPDO,5
1005462,AYRLST6MK9V56,B0044XE6J0,5
2460166,A2BPQUALYEA39,B01FSD4A40,1
600160,A1TA0ZI2ECFI8P,B001796T2Q,5
495959,A2HVL5Y96M50ZO,B000ZHG9M6,5
1296587,A2NYFSCN0V3NQW,B007A2GF6E,3
2240419,ACIR67N8OOWV2,B014GT4CE0,5
2621819,A1Y3JUBSZ22DXT,B005C9BT36,5
68128,A1MEKCDH26IR4S,B0009MZYEQ,4
1776305,A14LLKYI84SDD7,B00IR77FAG,2
1742714,A2I6WVMSP85CYP,B00HVBZH0Y,3
1592982,A3MC2RV0AHVNSZ,B00DQYSOMS,5
2184289,A39F2Y0HDTUX1K,B010B7Q40G,5
1732038,A2F1IG2DVLJZ8T,B00HLG9QXS,5
2336420,A2KLMQMSVKO3VY,B0197MJGHO,3
957330,A3H7KTYLUZG2OP,B003KP1PYW,5
2312987,A5K8MRBPYPOZE,B017X5OG2C,5
1404389,A1IJY7FTB9U54L,B009KOW4FQ,4
1962548,A31YX1FWG4Y1WA,B00OLFW6I4,5
1926758,A25I7UFVWGAVVG,B00NC1G0KI,5
1615346,A1ZLRZE0K4GNHJ,B00ED3GIV0,5
2141561,AOC08T4F50CW2,B00XJXZNIE,5
2687794,A1792P3EJJU1EF,B00CO79JYA,5
1065479,A157E64NVNZ6ZU,B004M5RRK0,3
2355472,A3VBA8CR0SGTSC,B01A6O0374,5
1672861,AJV2U00K1J8SZ,B00FTHGZU8,5
2594237,A2XI7RZUGXQ36,B003VURDCO,5
2252795,A3R30VFJKV7C7O,B0154FY5FG,5
1697550,ADL8GUEI55AOG,B00GLV3VBC,5
2029928,ANED9XBBUI7LN,B00S0VIFUS,5
1439912,A2MZZV786ZFBTI,B00AK7T1FS,1
754396,A3D4DV561PJ9UC,B001FRTGDO,4
680640,AQBKPGET8EQQU,B001DT32AC,5
357114,A25F3O6UYWNM1O,B0010O748Q,5
2400673,A1RTV5MZ4HRCLL,B01CLGOWQS,5
1913354,A3VFCPWRYZVRPX,B00MVODNGG,5
2333724,AO9FUAU5UST1Y,B019220I62,3
1849321,A3JA3WUAYOTQ6K,B00KWPPV02,5
1471435,A1SVPXI9AB06OW,B00B212LBC,5
2612089,AL7O7MLUCCZMF,B004WA8ZSI,5
1245226,A3E367A1TMAHI8,B006GHPVT6,5
1140310,A13KDY6OBN9UA5,B00554IAOY,5
1957812,A2GD2Z3BBG26QB,B00OCJHHDI,5
1238841,A326IKFYH9NTDX,B00699X7C4,5
1212728,A2PAJS012UYSHN,B005VRLT6Q,5
2318167,A1IO8O0G114OU3,B0185PB87A,5
1712122,AAW2WUMAF1SQP,B00GXJCHZ8,4
2490741,A3JURFSIGTJ4L0,B01HGWE1KE,2
2408330,A2KEU81D2IERBD,B01D1CHFGA,5
1187528,A33T5A1N8XQQ7S,B005JWQY40,5
300848,A1JDVJ2JHSNPC0,B000TTHXTS,5
530933,A16Z1S66LXDMPG,B0013DIRHQ,4
801555,A2GG6QTJ5QIXF5,B001UB74PC,5
2495884,A3RT1D601TU524,B0007A3IUC,4
1270093,A1U6S1VAVSFG1N,B006WRWEJU,4
469776,A1L3JVR7S7KVYU,B000WAB7N2,2
1516406,A35BU6A8JTWMRL,B00BSQ2JQI,4
2036379,A2XUYZ4LVSY32K,B00SF0KMV4,5
2624434,A2FVZA0IWFAK5B,B005FQTCMQ,5
1149764,A2VYPEKBMV1E14,B005923RPE,4
1738426,A2VNDK6ZVKYL6D,B00HS7I2VM,4
996482,AJXXDGWYRTC0Z,B0042WJA30,4
1436492,APB715FZTDSJZ,B00AGY1MNO,3
2484576,A3VJXKP7MJ17SQ,B01H4LIOJ6,5
1408317,A3VTDDA8D43BSN,B009PSZJ8Q,5
58767,A30Q1VQXIGC8EG,B0007WOHZA,3
278346,A2F2LN2FNHR8N0,B000Q94W2M,5
2557086,A21H4U1JSWFQYU,B001H9N8C0,5
61371,A2K4ROCUPSQJZT,B0008G2VBW,5
2367632,A1RLGTK66G00KK,B01APT0ILQ,5
690015,A2ZBOICY0CYFWZ,B001EL7P34,5
1586784,ATIY6OXNK1YVG,B003XGOZZE,5
1926076,A1F80R0JKAPEFU,B00NB2D5TC,3
2690796,AG0LV27OAS8UX,B00D4CBCTY,5
600351,AAL5ZN9V2EN82,B0017CV9FK,5
2086635,A1HZ08EE0E79CH,B00UFOYFR0,5
617240,AENDI8NHK2F0W,B0018RH23C,3
1555390,A1MT3GT9YHEDFQ,B00CPQ2FY6,4
2400077,A1UFSK3MHF6NKJ,B01CK2357A,5
1523233,A1ELWLFY83OJ9V,B00BXOY5R6,4
157700,AF888CJWANLXT,B000G66GS8,5
1706535,A3IEEGJLVKPHCB,B00GSWRDUE,5
2607228,A2PK2FAWTKNDPO,B004NKSOOC,5
2522179,A27MX4Y22QZW1N,B000R9EFRS,4
326818,A1BD1OA3UJOQQA,B000WS3AMU,4
1009826,A28QOJWB4AON0Y,B0045NXFAK,4
479274,A8KAI3500EAXN,B0000E1LCN,5
2576206,AG61K8ZS5ZIT0,B002COAHU0,4
699090,A1NJP96S5N9GRN,B001F4XYOY,5
474982,A23UH7VCTEZNKK,B000WY8LNC,4
1903654,A1HDZ71J87PPNZ,B00MJYQIOC,5
1683578,A2QOS8SFB2J2C3,B00G8QGXUG,5
1988305,A22WWUI56LORF8,B00PT11BOO,5
233221,A2ATTPMZU8WCC2,B000N8HSFE,5
1002726,A5AJ5X6DPJRET,B0043UW42A,5
1681627,A3TIQBJGXRRN7E,B00G7H79XQ,5
1710581,A2UWJDLBDI1B7J,B00GWLTHLE,2
1216709,A1VXRMP02AN5A,B005YNC8NK,5
719365,A1RVY28ZBVWSRL,B001HH6RB6,5
1197518,A3M8U85FEW88KE,B005O1N7KK,5
1002277,A3UOHAR1BI12SI,B0043T37UY,5
2007374,A2WO144GWJX9PW,B00QR2HBRA,5
1973793,A1JGS9OMJ7JY7,B00P3BPZ10,5
2451995,A1PWCI2WR09DYN,B01FDAAMRM,5
2585267,A110PC8C5Y7MQD,B0038LPO8Q,5
131246,A2S2QOV6ZCFGWP,B000EYS6L2,3
2245641,A1XFXESOKDANHA,B014QTAJ3I,4
1019651,A38NIV9F40I12T,B0048NTL96,5
